Ph,K,P,N,Zn,S,CLOUD_AMT,PS,temperature_range,wind_chill,CLOUD0/1,temperature_humidity_ratio,precipitation,(WD10M + GWETTOP)/ WS2M_RANGE,label
5.34,173,1.97,0.14,0.59,13.1,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.9,322,6,0.1841,1.5,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.11,250,3.17,0.22,1.42,15.3,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.1,392,5,0.1718,2.1,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.43,243,2.33,0.24,1.03,14.1,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.7,110,1,0.1769,1.2,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.13,347,6.67,0.09,1.37,7.69,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.8,385,3,0.2209,1.5,12,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.33,211,1.2,0.19,0.44,23.1,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
4.89,189,2.41,0.22,1.6,18.1,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
4.81,178,4.36,0.19,1.48,20.6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.5,381,11,0.1846,1.1,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7,354,14,0.1208,1.7,7,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5,149,3,0.219,0.7,18,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.5,359,2,0.19,0.8,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.96,414,12.8,0.14,1.43,15.5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.8,273,3,0.271,1.8,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,585,8,0.1497,1.5,13,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.4,416,5,0.1618,1,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.5,267,2,0.1631,1.4,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.2,373,3,0.2132,1,17,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.62,84,8.3,0.07,1.48,8.84,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.16,229,3.4,0.165620078,0.9,19.3,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5,249,3.39,0.21,1.82,21.8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.84,63,7.79,0.04,1.03,9.84,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.25,64,11.5,0.01,1.64,14.5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.6,538,4,0.2257,2.2,10,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.3,70,1,0.1902,0.9,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.3,321,2,0.157,1.4,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
4.9,194,2,0.1432,0.9,21,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.6,294,2,0.1092,1.3,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.5,385,4,0.0864,2,12,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,481,6,0.2092,2.1,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.9,540,6,0.1016,1.8,7,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.25,212,1.1,0.15,0.81,15.5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5,320,3,0.1511,1.3,15,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.55,156,1.7,0.164138625,1,0.05,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.25,238,5,0.15,1.4,13,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.4,221,2,0.2605,1.4,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,295,9,0.1747,1.6,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.9,335,12,0.1513,1.9,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.4,111,1,0.1647,2,13,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6,324,3,0.1313,0.8,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.4,481,2,0.1639,1.7,12,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
4.67,237,0.96,0.19,1.56,13.9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.2,365,3,0.1118,0.8,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.7,336,6,0.1673,1.5,11,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7.1,458,2,0.106,0.7,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
4.9,336,2,0.2594,1.2,21,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.9,404,2,0.1112,0.9,11,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.05,347,1.39,0.19,1.32,15.1,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5,303,3,0.2287,1.5,19,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.19,308,1.51,0.15,1.38,7.67,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.46,375,9.6,0.12,0.84,10.9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.1,330,2,0.1957,1.2,17,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5,361,3,0.2347,1.4,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.2,205,2,0.1445,1.1,13,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.52,202,3.31,0.13,0.39,9.21,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.6,147,0.5,0.0887,0.8,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.91,298,3.55,0.14,1.42,6.92,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.2,148,1,0.18,0.6,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.5,101,0.5,0.1015,1,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.9,200,2.21,0.21,1.73,10.4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
4.9,381,2,0.1763,1.1,21,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,222,3,0.1818,1.7,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.47,400,11.3,0.18,2.2,14.8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.5,106,0.5,0.1151,0.9,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.7,239,1,0.1638,1.5,6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.96,189,1.14,0.14,1.44,7.55,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.3,284,4,0.1908,1.3,13,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.3,361,4,0.1903,1.6,12,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5,136,2,0.1665,0.9,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7,292,3,0.1103,1.2,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7,468,10,0.1177,1.1,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.2,158,10,0.0981,1.3,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.3,425,1,0.1191,0.7,20,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.7,216,1,0.1638,1.1,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7,330,4,0.0676,0.8,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.72,279.78,3.35,0.1639,1.11,15.19,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.67,222.03,3.9,0.17,1.87,18.28,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.3,404,3,0.1319,0.9,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6,447,4,0.1873,1.7,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.3,394,5,0.1113,1.3,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.3,179,1,0.0856,1.1,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.3,403,3,0.1256,1.6,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7.06,217,1.15,0.1,1.63,7.76,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.3,453,4,0.287016226,1.7,20,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7.1,403,5,0.0604,1.3,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.8,548,4,0.1018,1.7,6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.62,301,7.5,0.16,1.63,7.31,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.6,443,5.31,0.12,0.95,8.06,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7,604,4,0.252362008,2.2,12,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,412,10,0.226,1.4,10,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.6,102.03,2.82,0.235689774,1.35,10.53,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.8,307,1,0.0497,0.9,4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7.2,356,3,0.1247,1.2,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.2,274,1,0.1249,0.9,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.8,429,4,0.0587,1.1,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.5,264,1,0.1813,1.1,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.67,266,3.09,0.17,1.52,9.68,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.04,113.36,3.42,0.1639,1.3,19.48,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7.2,413,3,0.1,1,4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.7,406,1,0.1409,1.1,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.4,341,1,0.1035,1.8,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.3,319,2,0.1183,1.5,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.4,245,1,0.1754,1,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.6,379,2,0.128,1.1,12,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.4,188,2,0.153057985,1,20,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.6,171,7,0.1058,1.1,4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.53,273,3.22,0.13,1.43,7.49,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.7,413,2,0.252834987,1.7,17,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.9,393,6,0.2488,1.8,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.3,233,2,0.207024612,1,12,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.5,233,0.5,0.079,1.1,10,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.7,352,2,0.1801,2.1,5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.4,160,1,0.1091,1.1,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7,269,7,0.252362008,2.4,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.3,369,2,0.1266,1.2,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.7,285,3,0.1337,1.3,4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7.13,319,5.2,0.11,1.07,6.5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.6,475,1,0.250347819,1.3,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.6,251,1,0.1549,1.1,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.84,223,0.1,0.09,0.21,0.25,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.1,564,2,0.072,1.8,6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.2,313,5,0.0975,2,5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,228,1,0.1026,0.7,10,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.9,390,2,0.1237,1.2,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,486,2,0.1128,1.3,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.9,221,2,0.1237,1.1,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.6,179.81,2.69,0.250347819,2.15,10.02,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.3,414,3,0.214370848,2.2,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.2,383,3,0.1332,1.7,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6,442,4,0.1186,1.1,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,438,3,0.1148,1.5,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.5,442,7,0.1743,1.8,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7,129,5,0.1075,1.1,5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.7,313.59,2.35,0.217347627,1.54,9.96,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.6,246,2,0.250347819,1.7,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,345,2,0.167037589,1.2,22,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,245,3,0.167037589,1.7,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.4,368,1,0.1188,1.5,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.9,375,1,0.1484,1.4,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.5,155,3,0.2443,1,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.3,388,1,0.1145,1.5,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,269,1,0.1196,1,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.6,480,2,0.1008,2.3,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7,526,2,0.1075,1.5,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.9,378,2,0.1278,1.4,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.4,336,3,0.1051,1.2,6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,183,2,0.131443882,1,10.8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6,398,2,0.1139,1.2,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,374,2,0.1136,1.1,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.7,356,4,0.2145,1.7,10,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.2,489,3,0.1808,1.7,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,499,2,0.167037589,1.8,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6,293,2,0.1109,1.4,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.4,489,3,0.1207,2,19,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.9,452,3,0.0979,1.3,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.6,234,4,0.191,1.4,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.51,190,2.68,0.16,1.94,13,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.65,179,1.87,0.18,1.72,10.9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
6.95,468,5,0.16,1.3,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.8,114,2,0.250293402,0.9,17,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,311,4,0.250293402,1.4,18,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7.1,529,11,0.09,1.3,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.88,244,7,0.12,1.7,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
7.1,223,7,0.09,0.7,4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.4,504,2,0.1598,1.9,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.2,451,5,0.260151402,2.4,12,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
5.8,252,8,0.250293402,0.9,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7.1,234,3,0.069481704,1,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Teff
5.4,480,2,0.1775,1.7,19,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
6.1,244,3,0.1177,1.7,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Teff
7.1,184.51,10.24,0.069481704,1.5,6.12,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.25,280,3.4,0.141766588,1.7,18.6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
6,196,3,0.1339,2.6,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.8,350,3,0.250293402,1.4,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.8,552,8,0.250293402,2.8,9,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
6.9,456,4,0.037955812,1,8,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
5.15,328,4.2,0.269732439,2.1,17,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Teff
6.1,248,6,0.1177,2.4,6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.31,118,2.4,0.05,1.3,12.3,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Teff
5.09,467,10.6,0.236890516,1.5,17.3,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Teff
5.8,310,5,0.134,1.7,7,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
5.12,108,2.1,0.067727189,0.6,7.7,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Teff
6.1,259,1,0.1177,1.4,7,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.65,113,2.9,0.321097379,1.2,12.8,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Teff
6,245.04,6.56,0.16,1.84,4.47,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
6.8,518,12,0.024284862,1.1,5,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
6.1,225.54,2.84,0.1177,1.55,8.76,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.4,147,1,0.1144,1,10,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
5.55,277,2,0.16,1.5,14,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
6.8,474,5,0.024284862,1.3,6,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
6.1,189.51,2.2,0.1177,2.21,7.61,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Teff
5.7,283,6,0.1165,1.3,7,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
5.1,156,1,0.1577,1.1,10,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
6.61,115.55,6.61,0.16,1.91,4.77,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
7.02,204.41,2.06,0.134622792,1.22,5.18,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Teff
